control have vehicle,0
township had activity,0
ship is announcer,0
wind is movement,0
harvesting are cultivar,0
habitat are determinate,0
authority was capital,0
copper was form,0
world are moment,0
gear is transmission,0
chivalry were literature,0
people being panic,0
kin was presence,0
majority were cheer,0
sword has edge,1
moon can eye,0
scientist have climate,0
tension is difference,0
wheelchair has wheel,1
type is leggero,0
economy is quarter,0
grass is nameless,0
deal was clash,0
eye was hound,0
car have control,0
amylum is carbohydrate,1
situation have glass,0
bike is combustion,0
vegetable is sugar,0
abyss been moon,0
eye be likeness,0
life had family,0
tool were period,0
knight were battle,0
invention had effect,0
force is understood,0
situation was soldier,0
ornamentation was melting,0
asterism be star,0
polymer be variety,0
petroleum can melt,0
river is creek,0
others have glacier,0
cancer 's position,0
sound be component,0
developer have source,0
cvt is transmission,0
current are water,0
gate be stock,0
liquor 've border,0
source has sight,0
company are plan,0
land is sea,0
mass is factor,0
tomb was rest,0
wall were figure,0
earth has mass,1
phenomenon being river,0
situation has armament,0
outlaw Have care,0
knighthood is head,0
cost have production,0
month was planet,0
galaxy was century,0
synthesizer has genre,0
business are quality,0
announcer have rapid,0
other be side,0
total were power,0
face had youth,0
light are lense,0
sheet has km3,0
way were liking,0
wound 's death,0
hospital been alert,0
chamber can time,0
presence is power,0
archaeology has century,0
day was sword,0
leg have surface,1
acer is genus,1
nebula is eye,0
announcer have disassembly,0
table is table,0
problem are country,0
player is flight,0
intent is likeness,0
fuel be fuel,0
metal is fusion,0
quarterfinal was scorer,0
armchair has armrest,1
escarpment be number,0
table is alarm,0
plane is tool,1
cohort be equivalent,0
day were location,0
mainstream were act,0
acid is salt,0
petroleum can fiber,0
potato was location,0
people have earthquake,0
people can sword,0
mist was corridor,0
man have conan,0
material is carbon,0
citrate was civilization,0
activity had people,0
example is lima,0
keyboard is row,0
deed is people,0
game are king,0
soul was chant,0
ship were journey,0
eye was wine,0
america is ulsd,0
plant are annual,0
consumer has effect,0
bench be outdoor,0
product has level,0
people were culture,0
constellation is area,0
lord is matter,0
berries are ingredient,0
thing was mass,0
planet is m.,0
scepter has heart,0
fuel has name,0
statesman was outlaw,0
society have government,1
situation was conclusion,0
— is reason,0
asterism are definition,0
river is flowing,1
year was company,0
football are caicedo,0
other can exposure,0
poet is body,0
field are charge,0
substance is alcohol,0
century are source,0
project is developer,0
civilization is part,0
man was king,1
fahrenheit are degree,1
linkage is etymology,0
damehood being award,0
heart is cult,0
storage is carbohydrate,0
issue is arm,0
atmosphere being incandescence,0
territory were law,0
% been slump,0
subspecie are breed,1
life was life,0
chariot have burial,0
nebulae are star,0
kingdom have weapon,0
others are set,0
cimmeria are goblet,0
dung can manure,1
source be altitude,0
bench have others,0
capital was rainfall,0
gem been dion,0
ice is sheet,0
weapon can speed,0
cycle is cycle,0
controller have spacecraft,0
tournament has bang,0
rootstock are speed,0
thought was slave,0
music were mainstream,0
industry are thanks,0
manufacturer are way,0
stubbornness has ambition,0
king is feet—and—,0
gear is machine,0
bench are wood,0
enemy was period,0
culture are nomad,0
entity been operation,0
bicycle were century,0
judge has constitution,0
arrangement is december,0
mile is kilometer,0
people have state,1
region is crop,0
albicans are pathogen,0
back are hatred,0
alliance can freedom,0
voice has range,0
commander is count,0
example is temperate,0
synthesizer is instrument,1
island were passenger,0
genome is genus,0
glacier be mountain,0
plastic are range,0
i.e are meteoroid,0
death was foot,0
name is woman,0
monarch was death,1
reserve is displacement,0
fainter be body,0
fructose was chemist,0
definition are observer,0
knight was vassal,0
prosecutor have woman,0
bureau is piece,0
sun was statesman,0
instance was galaxy,0
cimmeria is war,0
diesel is diesel,0
extravagance had debt,0
specie is asia,0
couch is seating,0
region have rainfall,1
ore are tin,0
chesterfield is item,0
world are bank,0
ancient is men,0
use is derv,0
machine is heat,0
technique been drum,0
starch can textile,0
cry has echo,1
controller are spacecraft,0
group is group,0
countenance was door,0
movement is pillar,0
pitch had problem,0
indonesia is solar,0
child were rubble,0
spark were mask,0
gear can part,0
hate was blue,0
third was payment,0
springs have source,0
device can speed,0
rooftop has fixture,0
spacecraft have uranus,0
spacecraft is project,0
rivers are feature,0
fuel is distillate,0
effect is quantum,0
gazole is diesel,1
village has house,1
failure been slave,0
sale are future,0
cattle are india,0
matter is form,0
couch had goblet,0
blow was bite,0
space are vacuum,0
synthesizer be plug,0
alcohol is drug,0
initialism was music,0
spacecraft is star,0
star have constellation,0
cohort were culture,0
face have empire,0
person was steel,0
state being kingdom,1
plastic been landfill,0
name was priest,0
language is river,0
sitcom be comedy,1
solanine is consumption,0
back are be,0
climate has role,1
product been production,0
hilt can sword,0
yamnaya is adjective,1
eu is economy,0
area was metal,0
invasion be consumer,0
population has year,0
user can spear,0
football have expectation,0
year is acidifier,0
night are song,0
ministry 's decision,0
tableland is area,0
goal be country,0
festival is playback,0
voyager is star,0
thrower is range,0
yeast have electricity,0
message was army,0
bloc has sanction,0
negotiation have negotiation,0
reception 've game,0
woman had death,0
rating are aviation,0
mind is sentence,0
rebellion were society,0
man are folk,0
production is world,0
wheatpaste can thickening,0
need am outlander,0
starch is powder,1
civilization be part,0
year is indication,0
cut have access,0
thing had outline,0
berry are vegetable,0
country has access,0
lumber is lumber,0
refugee are woman,0
bossonians have aid,0
cattle are source,0
dagger is hilt,0
person was affair,0
rogue was ax,0
territory are order,0
membership has member,0
london are point,0
bestiality have face,0
development are engineering,0
fool is belt,0
ring being word,0
customer is human,1
week is illusion,0
star is hole,0
cohort was unit,1
culture are final,0
slumber have stamp,0
energy is move,0
field is device,0
car were animal,0
meteors have percent,0
point can build-up,0
transition is matter,0
sword is edge,0
february is von,0
rill are definition,0
synthesizer can plug-in,1
car is part,0
peace were kingdom,0
economy are danger,0
pitch has problem,0
corridor be stone,0
town is shipping,0
performance was presence,0
boat has role,0
liquid is fuel,0
dynamism is point,0
culture are study,0
euro been discussion,0
emphasis is area,0
reign is people,0
commander is ascalante,0
change is alternative,0
contemporary had fact,0
day was cancer,0
chemical are chemical,0
– is employee,0
developer been crisis,0
name be priest,0
sword is sign,1
port have port,0
change being water,0
nylon was diamine,0
sanction have government,0
football are expectation,0
decline was succession,0
step were outline,0
swordsman have urge,0
instrument was punch,0
rootstocks are speed,0
light is interaction,0
size be mass,0
month has group,0
problem be number,0
dion had slave,0
